price,bid1_vol,bid2_vol,bid3_vol,bid4_vol,bid5_vol,ask1_vol,ask2_vol,ask3_vol,ask4_vol,ask5_vol,label
1.08165,4.05,4.213,0.916,1.153,0.712,1.222,4.815,1.893,2.476,2.594,1
1.08157,3.04,1.758,4.004,1.993,4.305,4.116,0.505,2.965,0.919,4.478,1
1.08161,3.959,3.159,3.501,2.359,2.842,1.415,2.581,1.658,3.54,0.98,1
1.08164,1.119,1.389,2.898,3.118,0.513,4.942,4.259,2.209,1.215,4.216,1
1.08168,3.902,4.181,4.717,1.439,1.042,1.24,1.541,4.55,4.595,2.632,1
1.08167,1.074,2.086,1.585,3.418,3.74,3.992,2.467,2.556,2.605,2.166,1
1.08158,3.701,1.969,3.051,1.153,0.703,2.241,2.117,0.646,0.858,2.416,1
1.0816,4.74,4.269,0.636,1.925,2.159,1.9,1.117,3.157,4.276,2.218,1
1.08162,0.568,3.944,1.539,3.758,4.058,0.875,1.35,1.919,3.96,3.816,0
1.08164,1.863,2.534,2.098,2.623,4.071,1.678,4.147,4.64,3.204,4.816,0
1.08168,4.962,1.403,4.121,1.046,1.862,2.49,4.276,3.563,1.417,4.54,0
1.08167,4.394,2.794,0.728,1.785,1.816,2.385,4.742,3.178,4.188,0.821,0
1.08167,2.032,1.524,0.784,0.729,2.356,2.958,2.3,3.043,1.809,0.576,0
1.08177,3.535,2.011,2.711,2.2,1.715,0.733,1.835,1.841,1.017,0.633,0
1.08176,4.455,2.121,2.497,2.865,0.608,0.956,4.034,3.004,2.72,2.047,0
1.08176,3.881,2.764,4.065,4.261,4.522,3.766,3.533,2.577,2.9,3.106,0
1.08164,4.361,0.734,3.884,3.273,3.193,4.587,0.723,2.638,2.189,4.768,0
1.08163,1.241,3.034,1.149,3.892,2.701,3.809,1.882,4.475,0.532,1.511,0
1.08161,3.998,1.738,0.864,3.692,3.792,0.773,4.707,2.875,0.651,2.658,0
1.08148,2.022,0.97,4.484,4.706,1.058,2.505,1.73,3.525,0.994,2.001,0
1.08142,2.458,3.182,4.731,4.692,4.583,4.23,1.528,1.6,2.569,3.395,1
1.08146,3.228,2.073,4.963,1.906,0.587,0.909,1.442,3.789,4.283,0.688,0
1.08146,4.039,4.539,1.685,0.961,4.851,4.872,3.725,2.627,3.861,3.953,1
1.08151,2.792,1.721,2.863,3.48,1.959,3.377,1.16,4.869,1.451,1.518,1
1.08166,4.664,4.285,4.319,4.195,3.05,0.834,3.793,4.261,4.27,0.696,0
1.08162,0.776,3.788,2.696,4.521,4.958,2.511,3.54,3.493,3.622,2.154,0
1.08161,4.55,3.756,4.112,2.58,1.423,2.53,3.563,2.967,0.989,0.517,0
1.08159,2.29,1.602,1.52,1.497,2.371,3.628,4.609,3.545,0.593,4.404,0
1.08151,3.261,2.094,2.027,0.821,3.488,0.743,3.565,4.6,3.506,3.228,1
1.08144,4.136,4.819,4.157,4.955,2.568,0.566,3.264,3.373,4.384,3.255,1
1.08144,4.238,3.311,4.934,3.17,4.337,3.975,4.959,2.58,4.537,2.285,1
1.08144,0.551,1.966,2.081,4.965,2.277,1.736,3.608,0.938,1.875,2.278,1
1.0815,2.403,4.109,2.028,4.898,1.38,2.889,1.518,0.564,1.857,4.53,1
1.08156,1.812,2.698,2.858,1.697,2.907,0.794,2.072,1.781,4.17,3.965,1
1.08154,4.399,3.835,0.749,1.087,3.866,4.28,4.952,3.989,1.21,3.052,1
1.08146,3.309,3.221,1.105,4.858,2.797,1.709,4.914,2.232,0.815,3.511,1
1.08145,1.861,3.232,1.939,3.491,4.574,4.959,4.5,4.647,1.639,4.208,1
1.0815,0.904,3.118,0.84,0.946,4.769,1.071,3.727,2.872,0.505,4.069,1
1.08162,4.183,2.733,2.508,0.625,3.65,0.676,2.867,4.664,3.551,1.024,1
1.08167,3.745,3.657,1.982,3.972,3.104,2.361,2.866,1.741,1.792,4.5,1
1.08161,2.151,1.356,0.506,4.836,3.882,4.918,3.151,0.781,1.235,0.721,1
1.0817,3.255,3.299,4.8,1.832,1.55,1.495,1.162,0.629,2.722,2.39,1
1.08159,1.912,4.222,2.896,0.963,0.633,3.242,4.434,0.726,3.659,1.546,1
1.08171,3.592,4.249,3.772,1.601,1.202,4.852,4.621,4.655,2.935,0.731,1
1.08161,0.801,1.829,0.69,4.462,2.091,0.87,2.103,1.417,2.45,3.272,1
1.08172,3.461,0.934,2.905,0.753,2.487,4.136,1.681,4.201,1.598,2.27,1
1.08172,2.993,2.915,3.717,4.766,3.625,1.506,1.396,2.668,1.766,2.99,1
1.08171,0.903,3.623,2.375,0.725,1.043,4.708,4.321,4.465,2.254,4.93,1
1.08176,4.738,1.439,0.519,1.069,0.876,4.116,3.228,2.644,1.015,3.391,1
1.08185,1.116,1.101,3.172,3.396,4.104,4.22,1.117,1.868,1.148,2.71,1
1.08198,3.568,4.138,2.698,4.605,4.257,4.231,4.127,1.472,2.054,0.753,1
1.08201,3.94,2.63,4.939,1.803,2.44,4.399,4.86,3.906,4.471,4.657,1
1.08199,0.786,3.545,4.786,2.776,1.156,3.061,0.795,2.577,0.861,2.378,1
1.08208,4.18,3.827,4.341,2.558,2.485,0.748,4.051,3.064,2.336,1.153,0
1.08206,1.04,0.857,2.412,1.118,4.223,3.245,4.401,2.991,1.218,1.744,0
1.08207,4.278,3.132,3.408,3.346,0.716,1.399,2.442,4.299,4.746,3.16,0
1.08207,3.015,2.341,4.688,1.43,1.422,0.571,0.629,4.133,4.42,1.192,0
1.08209,0.569,3.093,1.609,3.265,4.603,3.862,1.76,3.23,1.803,3.918,0
1.08208,3.553,4.513,2.056,4.794,3.12,1.658,3.411,1.897,1.01,0.679,0
1.08221,3.247,1.589,0.95,3.995,1.139,3.897,1.728,2.135,4.696,4.229,0
1.0823,3.216,4.709,3.301,3.12,1.957,2.207,3.064,1.612,3.389,4.388,0
1.08214,3.742,1.513,0.625,2.151,2.453,4.309,2.962,2.831,3.226,2.989,0
1.08211,2.987,1.562,1.056,2.478,4.49,4.76,1.819,3.086,2.833,2.543,0
1.08203,1.302,4.051,0.884,1.526,1.754,1.414,1.37,0.859,2.856,1.274,0
1.08198,3.311,2.662,3.256,1.83,2.588,3.599,1.469,3.8,3.135,4.886,0
1.08191,3.273,2.97,3.957,1.798,2.176,2.446,3.806,3.736,1.333,4.793,0
1.08199,4.98,3.296,2.231,0.891,0.578,3.161,3.733,3.271,4.023,2.463,0
1.08198,3.839,3.218,3.354,2.968,3.502,3.02,0.908,3.537,3.666,2.426,0
1.08205,1.249,2.801,2.111,1.245,4.498,1.297,3.705,1.265,2.827,4.986,0
1.08204,0.899,4.365,0.527,4.899,4.588,2.518,3.37,2.569,1.237,2.101,0
1.08191,1.013,2.926,2.622,2.988,4.065,3.197,1.955,4.796,3.195,1.721,0
1.08196,2.964,4.403,0.709,3.416,2.694,1.796,1.217,1.543,2.469,2.399,0
1.08192,3.29,2.63,4.08,4.12,1.567,4.896,2.959,2.007,1.646,3.708,0
1.08189,2.465,3.577,1.652,4.371,1.69,4.416,2.473,2.305,3.099,2.853,0
1.08181,4.775,3.843,0.916,4.945,0.57,0.737,4.183,1.74,0.632,1.292,0
1.08179,2.729,4.297,0.589,1.244,0.557,0.741,1.918,2.709,4.859,3.417,0
1.08184,4.597,3.53,1.58,2.175,2.658,0.995,4.659,2.673,1.401,2.712,0
1.08177,4.124,1.73,3.144,0.912,1.586,1.343,2.775,3.595,1.523,3.599,0
1.08168,4.98,2.0,4.984,2.548,2.793,1.299,0.882,3.404,0.964,0.657,0
1.08162,0.879,2.941,1.382,1.685,3.952,2.509,1.163,3.557,4.976,3.299,0
1.08155,3.662,4.272,4.035,1.617,4.01,0.967,1.077,2.784,1.331,3.026,1
1.08157,1.778,4.745,2.45,4.17,4.752,2.536,3.959,2.715,2.297,1.059,0
1.08149,3.595,1.926,2.863,2.104,2.261,3.977,0.53,2.667,2.803,1.162,1
1.08137,3.795,1.641,2.315,1.615,3.188,2.438,3.577,2.413,4.026,2.98,1
1.08143,1.638,1.841,4.766,2.66,3.825,1.202,3.333,1.032,1.497,1.073,1
1.08148,0.612,4.583,4.84,2.155,0.557,3.803,3.483,0.705,3.95,0.804,1
1.08149,3.953,1.553,2.787,4.102,3.216,2.863,1.332,0.806,1.346,2.86,0
1.0816,3.182,2.571,3.362,3.038,3.405,2.35,4.289,2.892,4.462,4.937,0
1.08165,3.605,2.985,1.614,0.961,3.475,1.617,3.256,2.972,3.232,2.432,0
1.08155,1.577,1.866,3.636,4.486,1.935,1.912,2.515,2.431,3.346,3.902,0
1.08157,3.765,4.873,2.519,2.51,3.431,1.912,4.232,2.38,3.006,2.839,0
1.08145,2.139,0.547,1.752,2.643,4.78,1.117,4.563,4.877,4.06,1.758,1
1.08158,0.808,1.842,4.725,3.531,4.207,4.251,1.302,2.77,0.925,2.205,0
1.0816,2.731,4.177,1.802,3.499,1.135,1.654,0.764,3.114,3.138,3.708,0
1.08147,3.751,3.058,4.431,1.309,1.815,2.982,3.197,4.799,3.556,0.709,1
1.08154,4.749,2.603,1.425,3.93,3.327,4.346,2.981,1.65,2.617,2.598,0
1.08149,1.171,1.639,1.033,0.622,2.864,3.819,2.312,4.56,3.238,3.463,1
1.08156,1.788,4.545,2.066,4.303,1.598,4.784,3.574,1.303,3.792,1.2,1
1.08151,2.006,2.128,1.223,2.301,0.92,4.081,2.092,3.705,2.426,4.886,1
1.08155,4.458,3.675,4.284,4.611,4.686,2.359,3.168,0.811,2.14,1.976,1
1.08154,3.894,0.835,2.403,2.682,4.289,3.346,1.165,3.499,1.558,3.277,0
1.08154,2.36,4.801,2.521,1.723,1.895,4.809,2.068,1.593,2.908,3.515,1
1.08156,1.982,3.754,2.729,3.61,3.535,0.916,0.726,1.298,1.868,1.32,1
1.08155,1.791,1.014,0.618,2.86,3.91,1.218,0.924,3.777,0.857,1.13,1
1.0815,4.032,2.778,2.855,2.184,0.625,4.194,2.253,4.221,0.977,2.445,1
1.0815,2.928,1.196,0.834,4.71,4.723,5.0,2.95,3.798,3.206,2.649,1
1.08155,2.494,3.554,0.689,1.823,1.008,3.933,2.656,1.788,4.017,2.843,1
1.08163,1.807,2.266,0.508,0.772,0.665,4.828,4.453,2.949,4.734,2.927,1
1.08162,2.463,3.25,2.341,3.437,2.045,3.447,1.436,2.703,2.426,2.868,1
1.08159,0.748,1.591,3.72,1.247,2.644,4.975,3.244,3.803,3.969,4.858,0
1.08154,3.897,0.615,2.609,1.722,3.005,3.797,4.375,2.781,3.613,0.856,0
1.08158,3.468,4.683,3.269,2.706,2.799,2.353,1.306,1.388,4.076,2.821,0
1.08167,4.238,3.43,1.311,4.783,1.319,2.787,2.57,1.246,1.701,1.339,0
1.08169,1.254,0.685,3.405,3.499,1.632,4.783,2.405,2.554,4.673,3.421,0
1.08158,3.832,1.887,0.814,3.795,3.866,3.202,1.027,3.849,1.289,4.09,0
1.08161,3.298,3.365,0.838,2.142,3.798,1.0,0.674,2.36,4.337,3.334,0
1.08161,4.266,4.292,3.655,1.431,3.879,0.544,1.276,1.94,4.806,0.66,0
1.08164,1.224,3.803,3.93,1.706,0.843,4.343,4.867,4.589,3.047,0.883,0
1.08163,4.242,3.917,2.762,4.895,2.578,2.507,3.368,4.047,3.144,4.734,0
1.08154,1.722,4.534,4.452,2.058,0.629,3.206,3.289,4.819,3.012,3.758,0
1.08154,3.501,2.473,1.473,1.736,2.132,3.806,2.984,1.943,0.749,4.043,0
1.0815,3.892,4.263,4.038,0.785,1.765,2.582,1.837,4.207,1.421,0.565,0
1.08148,0.629,3.228,3.22,2.94,0.817,3.023,2.853,1.87,1.504,1.201,0
1.08149,2.674,2.151,3.135,3.533,1.743,3.232,1.663,3.855,1.418,3.175,0
1.08148,2.889,4.604,4.938,4.066,2.114,1.699,3.319,1.078,1.296,0.925,0
1.08136,3.429,2.242,4.647,4.129,2.892,2.033,1.942,0.736,0.999,4.423,0
1.08136,4.911,2.211,3.986,2.539,4.858,0.862,2.63,3.413,0.61,4.628,0
1.08137,2.023,3.55,0.855,0.853,0.889,4.049,4.74,4.622,2.888,0.911,0
1.08138,4.021,3.354,3.048,1.269,1.143,0.867,2.445,1.8,4.794,0.72,0
1.0813,3.916,1.039,0.965,4.653,1.488,3.177,3.132,2.296,2.075,1.132,0
1.08128,3.204,4.185,0.842,2.405,2.088,4.695,3.295,1.386,2.563,0.566,1
1.08122,2.814,0.814,1.121,2.787,2.921,1.458,3.125,1.902,3.662,0.736,1
1.08126,1.278,1.809,3.326,0.928,4.605,1.495,2.348,0.827,2.553,4.827,1
1.0812,1.341,1.302,2.961,3.38,1.144,1.486,3.219,1.577,0.625,3.625,1
1.08128,4.348,1.457,1.895,3.2,3.271,3.317,2.989,1.552,1.573,0.881,1
1.0812,0.759,3.115,0.888,4.445,4.815,1.159,4.847,3.308,0.526,2.225,1
1.08116,0.802,1.595,0.578,2.518,2.668,1.543,4.659,4.486,2.748,4.108,1
1.0812,2.09,3.888,4.0,2.084,3.831,2.081,1.279,2.386,1.011,3.731,1
1.0812,4.139,3.193,4.59,3.766,3.617,3.834,3.608,4.634,3.176,3.473,0
1.08128,2.975,2.903,4.736,1.85,1.355,2.755,1.902,3.714,3.362,0.509,0
1.0813,2.283,3.56,2.613,1.001,3.603,4.881,0.913,3.272,3.26,3.257,0
1.08139,2.774,2.78,4.952,4.424,2.456,4.159,3.504,4.124,4.991,0.821,0
1.0814,4.184,4.658,1.519,2.685,4.503,3.751,3.141,4.52,4.657,0.91,0
1.08145,4.846,1.811,3.265,3.889,1.822,1.879,4.574,4.061,4.894,0.922,0
1.08137,4.804,3.765,1.761,0.954,1.279,1.666,3.068,1.952,1.169,0.89,0
1.08129,3.585,4.166,1.055,2.811,4.911,2.124,2.906,4.148,0.607,4.429,0
1.08131,2.044,2.713,4.732,0.776,0.87,3.381,4.786,1.171,1.348,2.57,0
1.08121,4.05,3.038,3.469,0.733,1.397,3.135,3.761,0.911,0.908,1.915,1
1.08116,1.266,0.833,3.404,4.791,3.353,4.636,1.071,3.271,2.142,4.312,1
1.08119,3.194,3.263,4.615,4.8,1.118,2.469,0.884,3.022,1.509,3.644,1
1.08118,4.497,1.069,1.708,2.841,0.757,3.975,3.723,1.028,3.294,1.079,1
1.08119,2.887,0.92,1.768,2.526,2.95,3.443,4.671,2.009,2.075,1.441,1
1.08118,1.453,1.365,2.393,4.264,2.471,4.161,2.622,3.117,1.65,2.342,1
1.08112,3.76,0.879,2.543,1.638,1.809,2.022,1.391,3.094,0.682,1.572,1
1.08112,4.255,3.589,4.495,1.098,1.345,1.91,2.788,4.253,4.255,4.37,1
1.08116,0.578,0.623,2.015,2.429,0.528,2.077,1.075,4.432,1.447,1.934,1
1.08122,1.006,2.478,1.492,1.608,4.976,3.714,3.814,2.098,4.899,4.844,0
1.08133,3.36,1.522,0.719,2.951,2.689,4.383,4.993,4.176,1.59,4.931,0
1.08131,1.435,4.814,4.081,3.832,3.479,0.604,4.715,1.841,3.972,2.928,0
1.0813,2.697,2.868,4.634,4.258,2.275,4.336,1.288,2.072,1.944,0.712,0
1.0813,4.859,4.179,2.657,0.777,1.684,3.977,1.821,0.925,2.422,3.102,0
1.0813,1.069,2.196,3.005,3.851,2.332,4.961,1.651,3.876,0.857,4.618,0
1.08126,4.167,4.475,1.085,4.471,4.815,2.101,4.057,3.741,3.051,2.243,0
1.08125,1.908,4.172,4.022,4.754,0.807,3.065,3.676,1.479,0.594,4.521,1
1.08127,1.997,2.472,4.156,0.921,3.752,3.683,2.583,4.788,3.342,4.477,0
1.08117,1.374,2.336,1.815,2.743,3.894,4.961,4.596,4.338,4.89,3.801,1
1.08117,2.334,2.701,0.974,4.557,2.177,1.595,0.868,2.916,2.015,4.767,1
1.08114,3.354,2.435,1.209,0.72,3.597,3.254,2.727,2.778,2.348,4.579,1
1.08118,4.073,1.919,1.993,2.445,1.832,3.918,0.931,3.0,3.715,2.046,1
1.0812,3.782,2.097,3.302,0.961,1.929,3.023,3.251,2.587,0.667,2.927,0
1.08123,1.437,3.294,1.544,0.959,0.834,3.312,4.469,3.972,3.154,4.436,0
1.0812,4.318,1.708,2.215,4.882,4.741,3.384,3.335,2.041,0.908,1.982,0
1.08121,3.449,3.334,4.6,0.503,1.427,0.949,2.164,4.612,2.605,4.097,0
1.0813,1.324,2.095,4.095,1.819,3.786,3.197,3.45,0.631,2.121,4.931,0
1.08126,4.997,3.154,3.633,2.677,3.305,2.254,1.737,1.811,1.523,3.625,0
1.0813,0.895,1.027,2.782,4.954,4.016,3.51,3.837,1.429,2.797,0.579,0
1.08128,1.02,1.043,2.055,2.639,1.482,0.849,1.047,4.775,4.932,4.612,0
1.08128,1.114,1.408,4.455,0.57,1.169,3.421,4.839,4.665,4.3,1.929,0
1.08126,4.549,4.868,3.93,4.04,3.659,2.403,3.079,4.684,3.073,0.614,0
1.08111,2.513,4.42,3.691,2.671,4.704,3.903,1.509,3.657,4.414,0.53,0
1.08118,4.316,0.556,1.94,1.867,1.479,3.46,4.081,3.424,4.595,1.013,0
1.08115,1.79,2.306,4.068,3.822,4.959,4.427,2.886,3.828,4.182,2.841,0
1.08109,4.243,1.208,0.635,3.682,4.171,1.353,4.329,3.906,1.24,1.197,0
1.08098,3.46,3.304,1.22,4.586,1.47,4.25,4.755,1.044,3.654,2.974,0
1.08104,2.354,1.549,4.31,1.941,4.6,0.655,4.499,0.586,3.756,4.774,0
1.081,1.947,3.16,2.362,0.793,4.276,2.721,4.108,0.661,1.234,1.535,0
1.08101,0.601,2.2,2.24,4.309,4.365,1.579,3.839,2.108,3.948,3.468,0
1.081,0.816,2.614,2.406,2.567,2.999,3.608,2.31,2.838,4.223,3.564,1
1.08101,1.722,4.781,2.242,4.457,4.841,3.645,2.16,3.853,2.759,4.786,1
1.08104,2.757,3.364,3.581,3.335,1.301,3.058,2.427,3.561,3.984,1.428,0
1.08101,4.827,2.707,2.525,4.841,4.022,4.365,2.764,1.07,2.175,0.877,1
1.08104,2.3,2.529,2.658,4.902,2.897,1.246,1.305,3.559,2.822,2.343,0
1.08098,3.55,3.167,0.719,2.731,1.625,3.122,2.583,3.924,4.84,3.839,0
1.08098,3.28,2.784,1.009,3.787,1.386,2.208,3.128,1.692,4.385,2.958,0
1.08099,2.589,1.953,3.087,3.416,3.159,4.729,2.484,2.167,3.874,2.994,1
1.08099,1.71,4.647,1.515,0.837,2.921,4.597,4.346,4.173,3.248,2.8,1
1.08098,2.493,4.249,2.993,4.917,4.1,2.946,3.16,2.38,4.582,4.248,1
1.08102,1.303,4.558,3.547,2.121,3.851,2.397,3.622,2.771,3.339,4.644,0
1.08108,2.242,3.717,3.502,0.928,2.793,1.757,3.416,1.252,1.841,1.634,0
1.08103,1.762,3.045,4.385,3.385,3.409,3.927,2.259,2.426,3.431,1.43,0
1.08103,4.464,0.793,4.62,1.508,1.086,3.277,2.06,1.307,3.236,2.914,0
1.08089,2.915,2.802,3.275,3.998,3.744,3.677,4.224,2.616,3.378,1.007,0
1.08095,3.564,1.556,4.818,1.802,2.711,2.609,4.869,1.192,1.632,3.354,0
1.08098,2.13,2.045,1.093,4.627,2.49,3.104,1.604,4.711,0.976,3.639,0
1.08106,1.963,4.779,2.475,4.276,0.632,1.562,4.939,2.163,0.672,1.668,0
1.08109,2.132,2.873,2.218,1.871,2.635,2.611,1.324,2.831,3.096,3.081,0
1.08108,1.458,4.743,1.03,1.867,2.376,2.357,1.449,4.373,1.862,2.962,0
1.08101,3.242,1.087,2.44,1.097,2.941,3.786,4.344,4.727,1.01,2.564,0
1.08098,4.749,2.725,4.413,0.802,2.249,3.634,4.269,2.729,4.363,3.919,0
1.08093,2.36,3.688,2.824,1.007,4.548,4.3,4.514,1.558,3.996,0.673,0
1.08087,2.774,2.223,2.975,2.452,3.915,3.46,1.75,1.392,1.57,1.969,1
1.08087,2.412,2.769,3.942,4.92,1.675,1.828,2.833,0.531,3.357,0.669,1
1.0808,2.223,4.958,1.905,0.578,0.981,1.582,3.82,3.827,2.092,4.474,1
1.08075,1.234,1.528,3.07,2.898,4.057,1.889,4.558,3.343,3.602,3.085,1
1.08077,4.743,0.568,1.986,1.887,1.647,3.971,3.418,1.105,3.671,4.453,1
1.08085,0.794,0.585,3.207,4.464,2.976,2.777,2.33,3.05,4.606,3.189,0
1.08085,4.476,3.961,2.789,1.858,1.852,4.905,3.379,0.82,2.843,2.423,0
1.08078,3.194,1.775,4.571,2.672,4.228,1.669,4.494,2.958,2.954,2.455,1
1.08086,2.905,2.135,2.559,1.716,2.502,1.686,0.846,2.144,0.623,3.488,0
1.08083,0.927,4.573,1.927,1.722,2.973,1.813,3.757,1.868,4.645,0.688,0
1.08095,3.598,1.685,3.393,2.121,2.787,1.737,2.93,3.419,4.308,1.653,0
1.081,3.065,3.052,4.433,2.661,4.39,4.661,2.337,2.326,4.86,3.108,0
1.08089,3.22,2.832,3.461,1.678,2.201,0.539,3.743,4.207,3.812,4.872,0
1.08087,3.9,0.982,1.946,4.649,0.984,4.451,4.085,1.163,1.443,3.793,0
1.08086,2.883,1.349,4.363,2.911,0.56,2.28,0.547,4.577,4.493,3.731,0
1.08085,0.51,4.721,1.688,3.428,3.936,3.015,1.021,1.605,3.789,1.057,0
1.08074,2.34,1.186,3.426,2.072,4.054,2.143,4.23,4.215,1.302,2.96,0
1.08084,2.505,1.053,4.607,2.039,3.252,0.772,4.778,4.912,3.578,1.088,0
1.08081,2.63,1.483,1.183,4.302,3.219,3.861,3.826,2.306,2.974,1.863,0
1.08074,3.447,2.439,4.028,1.813,2.217,0.869,0.676,1.466,0.576,2.409,1
1.08065,0.692,4.933,0.927,4.236,2.112,1.606,3.248,2.101,0.573,1.088,1
1.08074,3.556,3.738,4.971,1.639,3.962,2.042,2.821,1.753,2.352,4.614,1
1.08074,4.588,2.533,4.158,2.904,2.074,3.741,3.438,2.212,4.991,0.913,1
1.08081,4.324,3.744,3.694,2.632,3.87,0.698,3.516,4.396,2.337,3.832,1
1.08078,3.966,2.679,1.041,2.853,3.889,1.239,2.577,4.256,0.56,4.384,1
1.08071,2.08,2.134,3.644,3.081,1.795,1.201,2.393,4.504,4.977,3.73,1
1.08068,4.613,1.224,1.152,4.297,0.589,2.853,2.313,4.632,3.312,1.513,1
1.08058,0.79,2.626,2.983,2.603,3.116,0.778,2.118,4.234,1.8,1.348,1
1.08065,4.412,2.323,1.983,2.157,4.471,4.589,4.785,4.354,3.56,1.026,1
1.08079,4.74,1.253,3.826,2.107,0.665,3.461,1.647,4.496,1.313,3.504,1
1.08077,1.768,1.892,3.987,3.972,4.71,1.246,1.451,2.181,1.942,1.428,1
1.08078,3.887,0.525,2.917,1.099,1.911,1.814,2.581,4.726,3.813,2.433,1
1.08083,1.347,3.363,3.965,3.758,2.782,3.753,1.997,4.768,3.832,4.104,1
1.08082,2.929,4.632,2.613,4.78,2.496,4.779,1.929,2.823,3.022,2.974,1
1.08089,1.318,3.676,2.866,2.32,1.021,4.593,4.95,3.759,3.07,0.872,1
1.08079,1.945,1.981,0.889,2.188,2.149,2.359,0.81,1.094,4.782,2.996,1
1.0808,2.134,2.684,1.297,3.85,4.698,3.327,4.818,4.167,2.917,2.849,1
1.08087,3.609,2.153,0.843,2.534,4.176,3.536,0.68,4.218,0.711,2.834,1
1.08089,1.54,3.268,3.699,4.479,2.776,0.771,0.671,0.883,1.076,1.291,1
1.08094,1.833,1.176,4.328,2.118,2.658,4.03,1.313,2.755,0.685,2.682,1
1.08101,1.86,3.35,2.759,2.74,3.364,3.7,4.507,4.896,4.826,4.147,1
1.08098,3.572,4.099,1.373,1.389,4.293,2.46,0.593,3.852,1.103,1.725,1
1.08101,4.22,1.7,4.072,2.216,3.03,3.577,3.73,1.433,3.52,1.248,1
1.08099,1.601,4.002,1.188,2.363,1.013,3.121,1.289,2.125,4.905,2.504,1
1.08098,1.682,0.977,3.289,1.194,1.296,1.144,3.832,3.435,1.814,1.916,1
1.08098,1.743,2.965,3.063,1.097,1.19,3.319,1.759,3.496,1.29,0.942,1
1.08109,2.915,0.588,2.103,3.342,1.484,4.243,0.522,2.866,3.086,1.348,0
1.08115,4.942,2.958,1.089,3.898,0.627,3.569,4.257,3.374,0.604,0.788,0
1.08121,1.713,4.677,4.161,0.982,4.483,0.562,1.96,1.441,1.446,2.749,1
1.0811,0.706,4.845,1.446,3.57,2.083,4.628,3.022,2.733,3.922,3.029,1
1.08106,4.099,3.328,2.587,4.948,2.59,3.836,1.236,2.118,3.339,1.664,1
1.08107,4.983,4.957,3.403,3.736,1.72,3.975,4.373,2.566,3.045,3.445,1
1.08107,1.32,2.864,3.366,4.351,1.705,1.255,2.388,1.236,1.665,2.701,1
1.08109,3.582,0.975,1.282,2.62,2.845,1.292,3.471,3.041,4.834,4.793,1
1.08107,2.849,1.721,1.754,0.841,3.61,3.454,1.736,1.538,4.966,2.987,1
1.08105,3.638,1.606,4.74,3.734,2.79,1.004,2.464,0.612,1.446,4.018,1
1.08109,2.037,4.855,1.24,2.373,2.896,0.705,3.034,0.815,1.938,1.951,1
1.08112,4.987,2.471,1.846,1.982,1.85,1.229,1.922,3.612,2.087,1.532,1
1.08123,1.842,1.718,4.316,4.861,2.978,0.812,4.262,3.933,0.578,1.795,1
1.08125,4.258,2.641,1.295,4.932,1.455,1.312,3.625,4.941,3.682,0.589,1
1.0813,3.492,4.817,1.02,3.508,3.538,0.633,4.562,1.911,2.185,4.066,1
1.0813,2.945,3.318,0.76,3.301,1.172,4.208,3.984,3.42,3.402,4.894,1
1.08135,2.12,0.556,5.0,0.788,0.694,3.177,4.965,2.504,1.441,0.586,0
1.08126,1.226,2.131,2.07,1.711,4.455,4.997,4.903,1.383,3.637,1.238,0
1.08119,1.919,4.028,1.488,4.112,3.947,3.331,0.843,1.047,4.128,4.814,1
1.08121,1.578,3.499,3.911,4.41,1.112,1.422,0.783,3.619,2.111,3.641,0
1.08125,1.727,2.473,3.156,4.778,1.362,4.024,0.726,1.297,3.635,0.874,0
1.08133,4.285,4.499,1.487,3.68,3.42,4.9,2.729,2.156,4.452,1.701,0
1.08139,2.333,4.26,3.905,1.329,3.465,4.949,2.301,3.011,3.452,3.739,0
1.08135,2.257,2.213,1.297,3.317,1.986,4.04,0.698,3.917,1.221,4.409,1
1.08138,0.947,1.447,1.435,4.904,4.129,0.607,0.539,3.016,2.546,2.986,1
1.08133,4.286,4.269,1.107,4.859,2.566,2.615,1.18,1.575,1.338,1.764,1
1.08128,1.712,0.998,0.811,4.599,2.473,2.535,1.089,4.927,0.557,4.03,1
1.08126,0.695,1.797,2.687,2.549,3.669,3.066,3.658,0.801,1.819,1.735,1
1.0812,0.986,1.078,0.774,0.747,3.412,4.837,3.171,1.389,3.249,2.728,1
1.08121,1.774,4.118,1.683,1.877,0.705,1.589,4.652,2.657,3.781,2.705,1
1.0812,2.791,1.888,2.818,0.613,2.244,1.02,2.653,2.887,4.6,4.426,1
1.08126,4.52,2.502,1.827,4.314,1.036,2.208,0.778,4.157,3.853,4.668,1
1.08131,3.638,2.951,2.496,4.125,2.627,4.757,4.664,2.153,2.924,2.433,1
1.08142,4.556,4.343,2.303,2.155,1.928,3.489,3.493,3.294,2.845,3.522,1
1.0815,3.621,3.783,4.167,1.515,4.669,4.861,3.292,4.194,1.386,1.345,0
1.0815,1.479,2.901,4.52,2.075,4.7,4.238,0.7,0.633,4.991,2.749,1
1.08152,1.867,0.568,4.4,4.692,2.297,3.474,0.552,4.728,3.251,4.9,1
1.08139,3.598,2.118,1.307,2.815,4.39,2.904,2.926,1.49,1.162,1.572,1
1.08137,4.739,1.722,1.527,3.833,4.721,1.561,1.844,2.366,0.773,0.917,1
1.08144,2.982,1.606,1.551,4.125,2.668,3.038,3.452,3.841,4.645,4.866,1
